rysxai_profession_id,major_code,major_name,level,category,subject,degree,limit_year,heat,is_hot
307,080502,能源与环境系统工程,本科,工学,能源动力类,工学学士,四年,268178,false
308,080503,新能源科学与工程,本科,工学,能源动力类,工学学士,四年,875869,false
309,080504,储能科学与工程,本科,工学,能源动力类,工学学士,四年,84454,false
1548,080505,能源服务工程,本科,工学,能源动力类,工学学士,四年,34453,false
1581,080506,氢能科学与工程,本科,工学,能源动力类,工学学士,四年,11288,false
1582,080507,可持续能源,本科,工学,能源动力类,工学学士,四年,10399,false
310,080601,电气工程及其自动化,本科,工学,电气类,工学学士,四年,2865967,true
311,080602,智能电网信息工程,本科,工学,电气类,工学学士,四年,642139,false
312,080603,光源与照明,本科,工学,电气类,工学学士,四年,278509,false
313,080604,电气工程与智能控制,本科,工学,电气类,工学学士,四年,2929798,true
314,080605,电机电器智能化,本科,工学,电气类,工学学士,四年,61272,false
315,080606,电缆工程,本科,工学,电气类,工学学士,四年,54473,false
1549,080607,能源互联网工程,本科,工学,电气类,工学学士,四年,81834,false
1583,080608,智慧能源工程,本科,工学,电气类,工学学士,四年,967,false
1614,080609,电动载运工程,本科,工学,电气类,工学学士,四年,,false
2183,080610TK,大功率半导体科学与工程,本科,工学,电气类,工学学士,四年,,false
316,080701,电子信息工程,本科,工学,电子信息类,"理学学士,工学学士",四年,1691498,true
317,080702,电子科学与技术,本科,工学,电子信息类,"理学学士,工学学士",四年,1017611,false
318,080703,通信工程,本科,工学,电子信息类,工学学士,四年,1697280,true
319,080704,微电子科学与工程,本科,工学,电子信息类,"理学学士,工学学士",四年,740055,false
320,080705,光电信息科学与工程,本科,工学,电子信息类,"理学学士,工学学士",四年,925499,false
321,080706,信息工程,本科,工学,电子信息类,工学学士,四年,756381,false
322,080707,广播电视工程,本科,工学,电子信息类,工学学士,四年,217113,false
323,080708,水声工程,本科,工学,电子信息类,工学学士,四年,440046,false
324,080709,电子封装技术,本科,工学,电子信息类,工学学士,四年,393897,false
325,080710,集成电路设计与集成系统,本科,工学,电子信息类,工学学士,四年,829189,false
326,080711,医学信息工程,本科,工学,电子信息类,工学学士,四年,294945,false
327,080712,电磁场与无线技术,本科,工学,电子信息类,工学学士,四年,183979,false
328,080713,电波传播与天线,本科,工学,电子信息类,工学学士,四年,382436,false
329,080714,电子信息科学与技术,本科,工学,电子信息类,"理学学士,工学学士",四年,1157805,true
330,080715,电信工程及管理,本科,工学,电子信息类,工学学士,四年,227711,false
331,080716,应用电子技术教育,本科,工学,电子信息类,工学学士,四年,128733,false
332,080717,人工智能,本科,工学,电子信息类,工学学士,四年,1447032,true
333,080718,海洋信息工程,本科,工学,电子信息类,工学学士,四年,65959,false
1550,080719,柔性电子学,本科,工学,电子信息类,工学学士,四年,68011,false
1551,080720,智能测控工程,本科,工学,电子信息类,工学学士,四年,63891,false
2184,080721T,智能视觉工程,本科,工学,电子信息类,工学学士,四年,,false
2226,080722T,智能视听工程,本科,工学,电子信息类,,四年,115,false
2265,080723TK,半导体工艺与装备,本科,工学,电子信息类,工学学士,四年,103,false
334,080801,自动化,本科,工学,自动化类,工学学士,四年,1872934,true
335,080802,轨道交通信号与控制,本科,工学,自动化类,工学学士,四年,577645,false
336,080803,机器人工程,本科,工学,自动化类,工学学士,四年,434282,false
337,080804,邮政工程,本科,工学,自动化类,工学学士,四年,79922,false
338,080805,核电技术与控制工程,本科,工学,自动化类,工学学士,四年,62865,false
339,080806,智能装备与系统,本科,工学,自动化类,工学学士,四年,72411,false
340,080807,工业智能,本科,工学,自动化类,工学学士,四年,72523,false
1552,080808,智能工程与创意设计,本科,工学,自动化类,工学学士,四年,57217,false
341,080901,计算机科学与技术,本科,工学,计算机类,"理学学士,工学学士",四年,5466604,true
342,080902,软件工程,本科,工学,计算机类,工学学士,四年,3946435,true
343,080903,网络工程,本科,工学,计算机类,工学学士,四年,969848,false
344,080904,信息安全,本科,工学,计算机类,"理学学士,工学学士,管理学学士",四年,1065202,true
345,080905,物联网工程,本科,工学,计算机类,工学学士,四年,1331899,true
2147,080906,数字媒体技术,本科,工学,计算机类,工学学士,四年,1730109,true
347,080907,智能科学与技术,本科,工学,计算机类,"理学学士,工学学士",四年,602694,false
348,080908,空间信息与数字技术,本科,工学,计算机类,工学学士,四年,251392,false
349,080909,电子与计算机工程,本科,工学,计算机类,工学学士,四年,937426,false
350,080910,数据科学与大数据技术,本科,工学,计算机类,"理学学士,工学学士",四年,1051939,true
351,080911,网络空间安全,本科,工学,计算机类,工学学士,四年,433359,false
352,080912,新媒体技术,本科,工学,计算机类,工学学士,四年,199321,false
353,080913,电影制作,本科,工学,计算机类,工学学士,四年,115751,false
354,080914,保密技术,本科,工学,计算机类,工学学士,四年,102177,false
355,080915,服务科学与工程,本科,工学,计算机类,工学学士,四年,49942,false
2135,080916,虚拟现实技术,本科,工学,计算机类,工学学士,四年,172345,false
357,080917,区块链工程,本科,工学,计算机类,工学学士,四年,156902,false
1553,080918,密码科学与技术,本科,工学,计算机类,工学学士,四年,109598,false
2225,080919T,工业软件,本科,工学,计算机类,,四年,275,false
358,081001,土木工程,本科,工学,土木类,工学学士,四年,2194443,false
359,081002,建筑环境与能源应用工程,本科,工学,土木类,工学学士,四年,679283,false
360,081003,给排水科学与工程,本科,工学,土木类,工学学士,四年,387298,false
361,081004,建筑电气与智能化,本科,工学,土木类,工学学士,四年,241762,false
362,081005,城市地下空间工程,本科,工学,土木类,工学学士,四年,171431,false
363,081006,道路桥梁与渡河工程,本科,工学,土木类,工学学士,四年,300459,false
364,081007,铁道工程,本科,工学,土木类,工学学士,四年,114659,false
365,081008,智能建造,本科,工学,土木类,工学学士,四年,142975,false
366,081009,土木、水利与海洋工程,本科,工学,土木类,工学学士,四年,72474,false
367,081010,土木、水利与交通工程,本科,工学,土木类,工学学士,四年,60082,false
1554,081011,城市水系统工程,本科,工学,土木类,工学学士,四年,37752,false
1584,081012,智能建造与智慧交通,本科,工学,土木类,工学学士,四年,912,false
2185,081013T,工程软件,本科,工学,土木类,工学学士,四年,,false
2266,081014T,城市更新,本科,工学,土木类,工学学士,四年,61,false
2149,081101,水利水电工程,本科,工学,水利类,工学学士,四年,389182,false
369,081102,水文与水资源工程,本科,工学,水利类,工学学士,四年,207130,false
370,081103,港口航道与海岸工程,本科,工学,水利类,工学学士,四年,152736,false
371,081104,水务工程,本科,工学,水利类,工学学士,四年,119629,false
372,081105,水利科学与工程,本科,工学,水利类,工学学士,四年,58865,false
1585,081106,智慧水利,本科,工学,水利类,工学学士,四年,613,false
373,081201,测绘工程,本科,工学,测绘类,工学学士,四年,457203,false
374,081202,遥感科学与技术,本科,工学,测绘类,工学学士,四年,329523,false
375,081203,导航工程,本科,工学,测绘类,工学学士,四年,401495,false
376,081204,地理国情监测,本科,工学,测绘类,工学学士,四年,459841,false
377,081205,地理空间信息工程,本科,工学,测绘类,工学学士,四年,116660,false
2212,081206TK,时空信息工程,本科,工学,测绘类,,四年,115,false
378,081301,化学工程与工艺,本科,工学,化工与制药类,工学学士,四年,462742,false
379,081302,制药工程,本科,工学,化工与制药类,工学学士,四年,474809,false
380,081303,资源循环科学与工程,本科,工学,化工与制药类,工学学士,四年,386693,false
381,081304,能源化学工程,本科,工学,化工与制药类,工学学士,四年,401910,false
382,081305,化学工程与工业生物工程,本科,工学,化工与制药类,工学学士,四年,210588,false
383,081306,化工安全工程,本科,工学,化工与制药类,工学学士,四年,61989,false
384,081307,涂料工程,本科,工学,化工与制药类,工学学士,四年,17645,false
385,081308,精细化工,本科,工学,化工与制药类,工学学士,四年,64169,false
2210,081309T,智能分子工程,本科,工学,化工与制药类,,四年,84,false
386,081401,地质工程,本科,工学,地质类,工学学士,四年,314586,false
387,081402,勘查技术与工程,本科,工学,地质类,工学学士,四年,207949,false
388,081403,资源勘查工程,本科,工学,地质类,工学学士,四年,244255,false
389,081404,地下水科学与工程,本科,工学,地质类,工学学士,四年,154153,false
390,081405,旅游地学与规划工程,本科,工学,地质类,工学学士,四年,37616,false
1586,081406,智能地球探测,本科,工学,地质类,工学学士,四年,455,false
1587,081407,资源环境大数据工程,本科,工学,地质类,工学学士,四年,487,false
391,081501,采矿工程,本科,工学,矿业类,工学学士,四年,383082,false
392,081502,石油工程,本科,工学,矿业类,工学学士,四年,408978,false
393,081503,矿物加工工程,本科,工学,矿业类,工学学士,四年,158850,false
2150,081504,油气储运工程,本科,工学,矿业类,工学学士,四年,197277,false
395,081505,矿物资源工程,本科,工学,矿业类,工学学士,四年,77401,false
396,081506,海洋油气工程,本科,工学,矿业类,工学学士,四年,343238,false
1555,081507,智能采矿工程,本科,工学,矿业类,工学学士,四年,28209,false
1588,081508,碳储科学与工程,本科,工学,矿业类,工学学士,四年,545,false
2267,081509TK,稀土科学与工程,本科,工学,矿业类,工学学士,四年,101,false
397,081601,纺织工程,本科,工学,纺织类,工学学士,四年,209276,false
398,081602,服装设计与工程,本科,工学,纺织类,"工学学士,艺术学学士",四年,389672,false
399,081603,非织造材料与工程,本科,工学,纺织类,工学学士,四年,85856,false
400,081604,服装设计与工艺教育,本科,工学,纺织类,工学学士,四年,195139,false
401,081605,丝绸设计与工程,本科,工学,纺织类,工学学士,四年,28938,false
2268,081606T,纤维科学与智能制造,本科,工学,纺织类,工学学士,四年,54,false
402,081701,轻化工程,本科,工学,轻工类,工学学士,四年,230223,false
403,081702,包装工程,本科,工学,轻工类,工学学士,四年,214306,false
404,081703,印刷工程,本科,工学,轻工类,工学学士,四年,133075,false
405,081704,香料香精技术与工程,本科,工学,轻工类,工学学士,四年,65197,false
406,081705,化妆品技术与工程,本科,工学,轻工类,工学学士,四年,91299,false
1589,081706,生物质能源与材料,本科,工学,轻工类,工学学士,四年,517,false
2229,081707T,生物质技术与工程,本科,工学,轻工类,,四年,58,false
407,081801,交通运输,本科,工学,交通运输类,工学学士,四年,624975,false
408,081802,交通工程,本科,工学,交通运输类,工学学士,四年,394758,false
2151,081803,航海技术,本科,工学,交通运输类,工学学士,四年,169784,false
410,081804,轮机工程,本科,工学,交通运输类,工学学士,四年,282152,false
411,081805,飞行技术,本科,工学,交通运输类,工学学士,四年,219030,false
412,081806,交通设备与控制工程,本科,工学,交通运输类,工学学士,四年,477722,false
413,081807,救助与打捞工程,本科,工学,交通运输类,工学学士,四年,329479,false
414,081808,船舶电子电气工程,本科,工学,交通运输类,工学学士,四年,484915,false
415,081809,轨道交通电气与控制,本科,工学,交通运输类,工学学士,四年,96027,false
416,081810,邮轮工程与管理,本科,工学,交通运输类,工学学士,四年,19014,false
1556,081811,智慧交通,本科,工学,交通运输类,工学学士,四年,66166,false
1590,081812,智能运输工程,本科,工学,交通运输类,工学学士,四年,647,false
2269,081813T,交通能源融合工程,本科,工学,交通运输类,工学学士,四年,56,false
417,081901,船舶与海洋工程,本科,工学,海洋工程类,工学学士,四年,289803,false
418,081902,海洋工程与技术,本科,工学,海洋工程类,工学学士,四年,369782,false
419,081903,海洋资源开发技术,本科,工学,海洋工程类,工学学士,四年,451269,false
420,081904,海洋机器人,本科,工学,海洋工程类,工学学士,四年,45327,false
1591,081905,智慧海洋技术,本科,工学,海洋工程类,工学学士,四年,789,false
2186,081906T,智能海洋装备,本科,工学,海洋工程类,工学学士,四年,,false
2270,081907T,海洋智能与无人技术,本科,工学,海洋工程类,工学学士,四年,51,false
421,082001,航空航天工程,本科,工学,航空航天类,工学学士,四年,2695760,true
422,082002,飞行器设计与工程,本科,工学,航空航天类,工学学士,四年,358808,false
423,082003,飞行器制造工程,本科,工学,航空航天类,工学学士,四年,197153,false
424,082004,飞行器动力工程,本科,工学,航空航天类,工学学士,四年,246506,false
425,082005,飞行器环境与生命保障工程,本科,工学,航空航天类,工学学士,四年,81147,false
426,082006,飞行器质量与可靠性,本科,工学,航空航天类,工学学士,四年,427559,false
427,082007,飞行器适航技术,本科,工学,航空航天类,工学学士,四年,454127,false
428,082008,飞行器控制与信息工程,本科,工学,航空航天类,工学学士,四年,61922,false
429,082009,无人驾驶航空器系统工程,本科,工学,航空航天类,工学学士,四年,93968,false
1557,082010,智能飞行器技术,本科,工学,航空航天类,工学学士,四年,44785,false
1592,082011,空天智能电推进技术,本科,工学,航空航天类,工学学士,四年,483,false
1615,082012,飞行器运维工程,本科,工学,航空航天类,工学学士,四年,,false
430,082101,武器系统与工程,本科,工学,兵器类,工学学士,四年,188942,false
431,082102,武器发射工程,本科,工学,兵器类,工学学士,四年,447376,false
432,082103,探测制导与控制技术,本科,工学,兵器类,工学学士,四年,117487,false
433,082104,弹药工程与爆炸技术,本科,工学,兵器类,工学学士,四年,192441,false
434,082105,特种能源技术与工程,本科,工学,兵器类,工学学士,四年,478034,false
435,082106,装甲车辆工程,本科,工学,兵器类,工学学士,四年,418575,false
436,082107,信息对抗技术,本科,工学,兵器类,工学学士,四年,182726,false
437,082108,智能无人系统技术,本科,工学,兵器类,工学学士,四年,56002,false
438,082201,核工程与核技术,本科,工学,核工程类,工学学士,四年,366876,false
439,082202,辐射防护与核安全,本科,工学,核工程类,工学学士,四年,442487,false
440,082203,工程物理,本科,工学,核工程类,工学学士,四年,186903,false
441,082204,核化工与核燃料工程,本科,工学,核工程类,工学学士,四年,130172,false
442,082301,农业工程,本科,工学,农业工程类,工学学士,四年,159039,false
443,082302,农业机械化及其自动化,本科,工学,农业工程类,工学学士,四年,195461,false
444,082303,农业电气化,本科,工学,农业工程类,工学学士,四年,393036,false
445,082304,农业建筑环境与能源工程,本科,工学,农业工程类,工学学士,四年,114958,false
2153,082305,农业水利工程,本科,工学,农业工程类,工学学士,四年,124986,false
447,082306,土地整治工程,本科,工学,农业工程类,工学学士,四年,45983,false
448,082307,农业智能装备工程,本科,工学,农业工程类,工学学士,四年,21597,false
2271,082308T,农业机器人,本科,工学,农业工程类,工学学士,四年,66,false
449,082401,森林工程,本科,工学,林业工程类,工学学士,四年,97442,false
450,082402,木材科学与工程,本科,工学,林业工程类,工学学士,四年,113351,false
451,082403,林产化工,本科,工学,林业工程类,工学学士,四年,134846,false
452,082404,家具设计与工程,本科,工学,林业工程类,工学学士,四年,97402,false
1593,082405,木结构建筑与材料,本科,工学,林业工程类,工学学士,四年,342,false
453,082501,环境科学与工程,本科,工学,环境科学与工程类,工学学士,四年,428289,false
454,082502,环境工程,本科,工学,环境科学与工程类,工学学士,四年,926717,false
455,082503,环境科学,本科,工学,环境科学与工程类,"理学学士,工学学士",五年，四年,583833,false
456,082504,环境生态工程,本科,工学,环境科学与工程类,工学学士,四年,524951,false
457,082505,环保设备工程,本科,工学,环境科学与工程类,工学学士,四年,416310,false
458,082506,资源环境科学,本科,工学,环境科学与工程类,"理学学士,工学学士",四年,202312,false
459,082507,水质科学与技术,本科,工学,环境科学与工程类,工学学士,四年,101111,false
460,082601,生物医学工程,本科,工学,生物医学工程类,"理学学士,工学学士",五年，四年,658099,false
461,082602,假肢矫形工程,本科,工学,生物医学工程类,工学学士,四年,120989,false
462,082603,临床工程技术,本科,工学,生物医学工程类,工学学士,四年,64216,false
463,082604,康复工程,本科,工学,生物医学工程类,工学学士,四年,37013,false
2187,082605T,健康科学与技术,本科,工学,生物医学工程类,工学学士,四年,,false
464,082701,食品科学与工程,本科,工学,食品科学与工程类,"工学学士,农学学士",四年,870860,false
2152,082702,食品质量与安全,本科,工学,食品科学与工程类,工学学士,四年,453981,false
466,082703,粮食工程,本科,工学,食品科学与工程类,工学学士,四年,104786,false
467,082704,乳品工程,本科,工学,食品科学与工程类,工学学士,四年,425954,false
468,082705,酿酒工程,本科,工学,食品科学与工程类,工学学士,四年,192398,false
469,082706,葡萄与葡萄酒工程,本科,工学,食品科学与工程类,工学学士,四年,177818,false
470,082707,食品营养与检验教育,本科,工学,食品科学与工程类,工学学士,四年,131214,false
471,082708,烹饪与营养教育,本科,工学,食品科学与工程类,工学学士,四年,240169,false
472,082709,食品安全与检测,本科,工学,食品科学与工程类,工学学士,四年,92881,false
2167,082710,食品营养与健康,本科,工学,食品科学与工程类,工学学士,四年,66211,false
474,082711,食用菌科学与工程,本科,工学,食品科学与工程类,工学学士,四年,18818,false
475,082712,白酒酿造工程,本科,工学,食品科学与工程类,工学学士,四年,16628,false
2188,082713T,咖啡科学与工程,本科,工学,食品科学与工程类,工学学士,四年,,false
476,082801,建筑学,本科,工学,建筑类,工学学士,五年，四年,1786068,false
2148,082802,城乡规划,本科,工学,建筑类,工学学士,五年，四年,731074,false
478,082803,风景园林,本科,工学,建筑类,"工学学士,艺术学学士",五年，四年,627061,false
479,082804,历史建筑保护工程,本科,工学,建筑类,工学学士,五年，四年,169549,false
480,082805,人居环境科学与技术,本科,工学,建筑类,工学学士,四年,53995,false
481,082806,城市设计,本科,工学,建筑类,工学学士,四年,96435,false
482,082807,智慧建筑与建造,本科,工学,建筑类,工学学士,四年,61242,false
2272,082808T,智慧景观营造,本科,工学,建筑类,工学学士,四年,40,false
483,082901,安全工程,本科,工学,安全科学与工程类,工学学士,四年,435861,false
484,082902,应急技术与管理,本科,工学,安全科学与工程类,工学学士,四年,84543,false
485,082903,职业卫生工程,本科,工学,安全科学与工程类,工学学士,四年,27148,false
1616,082904,安全生产监管,本科,工学,安全科学与工程类,工学学士,四年,,false
2222,082905TK,智慧应急,本科,工学,安全科学与工程类,,四年,89,false
486,083001,生物工程,本科,工学,生物工程类,工学学士,四年,776456,false
487,083002,生物制药,本科,工学,生物工程类,工学学士,四年,748834,false
488,083003,合成生物学,本科,工学,生物工程类,工学学士,四年,48316,false
2273,083004T,生物制造,本科,工学,生物工程类,工学学士,四年,81,false
2154,083101,刑事科学技术,本科,工学,公安技术类,工学学士,四年,223014,false
490,083102,消防工程,本科,工学,公安技术类,工学学士,四年,187473,false
491,083103,交通管理工程,本科,工学,公安技术类,工学学士,四年,170687,false
492,083104,安全防范工程,本科,工学,公安技术类,工学学士,四年,84753,false
493,083105,公安视听技术,本科,工学,公安技术类,工学学士,四年,207518,false
494,083106,抢险救援指挥与技术,本科,工学,公安技术类,工学学士,四年,347122,false
495,083107,火灾勘查,本科,工学,公安技术类,工学学士,四年,101984,false
2128,083108,网络安全与执法,本科,工学,公安技术类,工学学士,四年,562589,false
497,083109,核生化消防,本科,工学,公安技术类,工学学士,四年,87579,false
498,083110,海警舰艇指挥与技术,本科,工学,公安技术类,工学学士,四年,25411,false
499,083111,数据警务技术,本科,工学,公安技术类,工学学士,四年,41821,false
1558,083112,食品药品环境犯罪侦查技术,本科,工学,公安技术类,工学学士,四年,34876,false
2274,083113TK,低空安全管理,本科,工学,公安技术类,工学学士,四年,99,false
500,090101,农学,本科,农学,植物生产类,农学学士,四年,787091,true
501,090102,园艺,本科,农学,植物生产类,农学学士,四年,532581,true
502,090103,植物保护,本科,农学,植物生产类,农学学士,四年,272523,true
503,090104,植物科学与技术,本科,农学,植物生产类,农学学士,四年,216941,true
504,090105,种子科学与工程,本科,农学,植物生产类,农学学士,四年,245510,true
505,090106,设施农业科学与工程,本科,农学,植物生产类,"工学学士,农学学士",四年,201748,true
506,090107,茶学,本科,农学,植物生产类,农学学士,四年,249676,true
507,090108,烟草,本科,农学,植物生产类,农学学士,四年,398576,true
508,090109,应用生物科学,本科,农学,植物生产类,"理学学士,农学学士",四年,220682,true
509,090110,农艺教育,本科,农学,植物生产类,农学学士,四年,128014,false
510,090111,园艺教育,本科,农学,植物生产类,农学学士,四年,103207,false
511,090112,智慧农业,本科,农学,植物生产类,农学学士,四年,96861,false
512,090113,菌物科学与工程,本科,农学,植物生产类,农学学士,四年,31376,false
513,090114,农药化肥,本科,农学,植物生产类,农学学士,四年,20730,false
1559,090115,生物农药科学与工程,本科,农学,植物生产类,农学学士,四年,21295,false
1594,090116,生物育种科学,本科,农学,植物生产类,理学学士,四年,646,false
2190,090117TK,生物育种技术,本科,农学,植物生产类,农学学士,四年,,false
514,090201,农业资源与环境,本科,农学,自然保护与环境生态类,农学学士,四年,217234,true
515,090202,野生动物与自然保护区管理,本科,农学,自然保护与环境生态类,农学学士,四年,213330,true
516,090203,水土保持与荒漠化防治,本科,农学,自然保护与环境生态类,农学学士,四年,186690,true
517,090204,生物质科学与工程,本科,农学,自然保护与环境生态类,农学学士,四年,42692,false
1560,090205,土地科学与技术,本科,农学,自然保护与环境生态类,农学学士,四年,27400,false
1595,090206,湿地保护与恢复,本科,农学,自然保护与环境生态类,农学学士,四年,449,false
1617,090207,国家公园建设与管理,本科,农学,自然保护与环境生态类,"农学学士,管理学学士",四年,,false
2191,090208TK,生态修复学,本科,农学,自然保护与环境生态类,农学学士,四年,,false
2275,090209T,盐碱地科学与工程,本科,农学,自然保护与环境生态类,农学学士,四年,41,false
518,090301,动物科学,本科,农学,动物生产类,农学学士,四年,399173,true
519,090302,蚕学,本科,农学,动物生产类,农学学士,四年,124097,false
520,090303,蜂学,本科,农学,动物生产类,农学学士,四年,97246,false
521,090304,经济动物学,本科,农学,动物生产类,农学学士,四年,44030,false
522,090305,马业科学,本科,农学,动物生产类,农学学士,四年,42230,false
1561,090306,饲料工程,本科,农学,动物生产类,"工学学士,农学学士",四年,22355,false
1562,090307,智慧牧业科学与工程,本科,农学,动物生产类,农学学士,四年,19125,false
2155,090401,动物医学,本科,农学,动物医学类,农学学士,五年，四年,879795,true
2156,090402,动物药学,本科,农学,动物医学类,农学学士,五年，四年,196443,true
525,090403,动植物检疫,本科,农学,动物医学类,"理学学士,农学学士",四年,125482,false
526,090404,实验动物学,本科,农学,动物医学类,农学学士,四年,38747,false
527,090405,中兽医学,本科,农学,动物医学类,农学学士,四年,96622,false
1563,090406,兽医公共卫生,本科,农学,动物医学类,农学学士,五年,29108,false
528,090501,林学,本科,农学,林学类,农学学士,四年,257080,true
529,090502,园林,本科,农学,林学类,农学学士,四年,480997,true
530,090503,森林保护,本科,农学,林学类,农学学士,四年,415030,true
531,090504,经济林,本科,农学,林学类,农学学士,四年,18215,false
1596,090505,智慧林业,本科,农学,林学类,农学学士,四年,527,false
532,090601,水产养殖学,本科,农学,水产类,农学学士,四年,211350,true
533,090602,海洋渔业科学与技术,本科,农学,水产类,农学学士,四年,151449,false
534,090603,水族科学与技术,本科,农学,水产类,农学学士,四年,93641,false
535,090604,水生动物医学,本科,农学,水产类,农学学士,四年,50184,false
2276,090605T,智慧渔业,本科,农学,水产类,农学学士,四年,41,false
536,090701,草业科学,本科,农学,草学类,农学学士,四年,163555,true
537,090702,草坪科学与工程,本科,农学,草学类,农学学士,四年,26541,false
538,100101,基础医学,本科,医学,基础医学类,医学学士,五年,1555398,true
539,100102,生物医学,本科,医学,基础医学类,理学学士,四年,552770,true
540,100103,生物医学科学,本科,医学,基础医学类,理学学士,四年,326565,false
541,100201,临床医学,本科,医学,临床医学类,医学学士,五年,6814791,true
542,100202,麻醉学,本科,医学,临床医学类,医学学士,五年,1436126,true
543,100203,医学影像学,本科,医学,临床医学类,医学学士,五年,1695309,true
544,100204,眼视光医学,本科,医学,临床医学类,医学学士,五年,933005,true
545,100205,精神医学,本科,医学,临床医学类,医学学士,五年,666650,true
546,100206,放射医学,本科,医学,临床医学类,医学学士,五年,323614,false
547,100207,儿科学,本科,医学,临床医学类,医学学士,五年,284680,false
548,100301,口腔医学,本科,医学,口腔医学类,医学学士,五年,2875945,true
549,100401,预防医学,本科,医学,公共卫生与预防医学类,医学学士,五年,728214,true
550,100402,食品卫生与营养学,本科,医学,公共卫生与预防医学类,理学学士,四年,525284,true
551,100403,妇幼保健医学,本科,医学,公共卫生与预防医学类,医学学士,五年,319827,false
552,100404,卫生监督,本科,医学,公共卫生与预防医学类,医学学士,五年,510121,false
553,100405,全球健康学,本科,医学,公共卫生与预防医学类,理学学士,四年,450606,false
1564,100406,运动与公共健康,本科,医学,公共卫生与预防医学类,理学学士,四年,43823,false
554,100501,中医学,本科,医学,中医学类,医学学士,五年,2001007,true
555,100502,针灸推拿学,本科,医学,中医学类,医学学士,五年,455375,false
556,100503,藏医学,本科,医学,中医学类,医学学士,五年,120273,false
557,100504,蒙医学,本科,医学,中医学类,医学学士,五年,99090,false
558,100505,维医学,本科,医学,中医学类,医学学士,五年,85815,false
559,100506,壮医学,本科,医学,中医学类,医学学士,五年,359491,false
560,100507,哈医学,本科,医学,中医学类,医学学士,五年,466762,false
561,100508,傣医学,本科,医学,中医学类,医学学士,五年,24859,false
562,100509,回医学,本科,医学,中医学类,医学学士,五年,31808,false
563,100510,中医康复学,本科,医学,中医学类,医学学士,五年,140629,false
564,100511,中医养生学,本科,医学,中医学类,医学学士,五年,134195,false
565,100512,中医儿科学,本科,医学,中医学类,医学学士,五年,92671,false
566,100513,中医骨伤科学,本科,医学,中医学类,医学学士,五年,118858,false
567,100601,中西医临床医学,本科,医学,中西医结合类,医学学士,五年,734021,true
2159,100701,药学,本科,医学,药学类,理学学士,四年,1288936,true
569,100702,药物制剂,本科,医学,药学类,理学学士,四年,298899,false
570,100703,临床药学,本科,医学,药学类,理学学士,五年，四年,623934,true
571,100704,药事管理,本科,医学,药学类,理学学士,四年,181485,false
572,100705,药物分析,本科,医学,药学类,理学学士,四年,375840,false
573,100706,药物化学,本科,医学,药学类,理学学士,四年,401026,false
574,100707,海洋药学,本科,医学,药学类,理学学士,四年,146143,false
575,100708,化妆品科学与技术,本科,医学,药学类,理学学士,四年,91202,false
2244,100709TK,药物经济与管理,本科,医学,药学类,,四年,72,false
576,100801,中药学,本科,医学,中药学类,理学学士,四年,603898,true
577,100802,中药资源与开发,本科,医学,中药学类,理学学士,四年,108956,false
578,100803,藏药学,本科,医学,中药学类,理学学士,五年，四年,62609,false
579,100804,蒙药学,本科,医学,中药学类,理学学士,四年,76937,false
2126,100805,中药制药,本科,医学,中药学类,"理学学士,工学学士",四年,369637,false
581,100806,中草药栽培与鉴定,本科,医学,中药学类,理学学士,四年,167810,false
582,100901,法医学,本科,医学,法医学类,医学学士,五年,892556,true
2157,101001,医学检验技术,本科,医学,医学技术类,理学学士,四年,793429,true
584,101002,医学实验技术,本科,医学,医学技术类,理学学士,四年,520720,false
2133,101003,医学影像技术,本科,医学,医学技术类,理学学士,四年,745150,true
586,101004,眼视光学,本科,医学,医学技术类,理学学士,四年,314886,false
587,101005,康复治疗学,本科,医学,医学技术类,理学学士,四年,514434,false
2158,101006,口腔医学技术,本科,医学,医学技术类,理学学士,四年,594915,true
589,101007,卫生检验与检疫,本科,医学,医学技术类,理学学士,四年,425078,false
590,101008,听力与言语康复学,本科,医学,医学技术类,理学学士,五年，四年,422830,false
591,101009,康复物理治疗,本科,医学,医学技术类,理学学士,四年,55973,false
592,101010,康复作业治疗,本科,医学,医学技术类,理学学士,四年,35541,false
2203,101016TK,健康与医疗保障,本科,医学,医学技术类,,四年,71,false
2195,101017TK,老年医学与健康,本科,医学,医学技术类,,四年,133,false
2277,101018TK,核医学工程,本科,医学,医学技术类,工学学士,四年,98,false
594,101101,护理学,本科,医学,护理学类,理学学士,四年,2309754,true
595,101102,助产学,本科,医学,护理学类,理学学士,四年,146716,false
596,120101,管理科学,本科,管理学,管理科学与工程类,"理学学士,管理学学士",五年，四年,635497,true
597,120102,信息管理与信息系统,本科,管理学,管理科学与工程类,"工学学士,管理学学士",四年,976878,true
598,120103,工程管理,本科,管理学,管理科学与工程类,"工学学士,管理学学士",四年,1065917,true
599,120104,房地产开发与管理,本科,管理学,管理科学与工程类,管理学学士,四年,546961,true
2160,120105,工程造价,本科,管理学,管理科学与工程类,"工学学士,管理学学士",四年,1604013,true
601,120106,保密管理,本科,管理学,管理科学与工程类,管理学学士,四年,521156,true
602,120107,邮政管理,本科,管理学,管理科学与工程类,管理学学士,四年,67189,false
603,120108,大数据管理与应用,本科,管理学,管理科学与工程类,管理学学士,四年,409100,false
604,120109,工程审计,本科,管理学,管理科学与工程类,管理学学士,四年,113507,false
